1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32846000,26092000,6754000,33059000,27209000,5849500,745510,682730,62775,691330,468570,222750,0,0,0,0,0,0,15030000,13637000,1392900,3396200,3396200,0,9461900,7167200,2294700,0,0,0,0,0,0,10009000,9505600,503140,6574100,5372700,1201300,0,0,0,31916000,28459000,3457600,62725000,53112000,9613200,25648000,20198000,5450300,20823000,17390000,3433400,15900000,9926800,5973100,848290,732780,115510,20287000,18062000,2225200,11153000,9142200,2011300,16877000,15522000,1355000,7587800,5389800,2198000,17687000,15375000,2312200,10817000,7940900,2875800,17716000,14957000,2759500,3501800,2760500,741350,645960,645960,0,2865400,1864700,1000700,12967000,11591000,1375800
40767000,22599000,18168000,22824000,15152000,7671700,33331000,24491000,8840200,8402100,3451700,4950400,4819400,2949300,1870000,15691000,10246000,5444100,38437000,15551000,22886000,39099000,26715000,12384000,14041000,6806900,7234500,0,0,0,25952000,16062000,9890000,20678000,6115300,14563000,51883000,31983000,19900000,7642100,4426900,3215200,38834000,22846000,15988000,44399000,34456000,9943500,133200000,93219000,39982000,18135000,10990000,7144500,89778000,50185000,39593000,12163000,5485800,6676900,14943000,9436200,5507000,12857000,7836400,5020900,41261000,21749000,19512000,24335000,14381000,9954300,32626000,10932000,21694000,14487000,6366900,8119600,16627000,6476600,10150000,8938200,5149700,3788500,6339100,2601700,3737400,2010800,1015900,994840,25074000,8808600,16265000
64747000,37342000,27405000,9648300,6654700,2993600,1345100,605880,739190,2657800,1716900,940980,34332000,22907000,11425000,15625000,11028000,4596400,12247000,9738400,2508900,34765000,24219000,10546000,1096800,404280,692540,27679000,19504000,8174500,20641000,14371000,6269400,6361200,4490900,1870300,1006500,648360,358110,31585000,20065000,11520000,89648000,36627000,53021000,114630000,47322000,67303000,37779000,24056000,13723000,18207000,10946000,7261100,52295000,34335000,17960000,3858100,1541200,2316900,9270600,6022000,3248600,21900000,13308000,8592100,6016700,4407600,1609100,2059000,1210900,848150,13472000,9309600,4162300,3219900,1903100,1316800,17050000,12084000,4965600,3533100,1874200,1658900,26102000,14657000,11444000,0,0,0,934750,474500,460240
8355100,3497900,4857200,1500600,846090,654480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589220,309700,279520,0,0,0,0,0,0,719200,391670,327530,621720,359650,262070,0,0,0,1878200,1293100,585080,0,0,0,1444700,910680,533980,1606000,702580,903450,636610,259970,376640,0,0,0,0,0,0,1488200,556520,931650,0,0,0,4169800,2292400,1877300,1371500,521600,849910,0,0,0,0,0,0,1327800,776180,551580,0,0,0,0,0,0,0,0,0
8576200,6449100,2127100,1966400,1399500,566890,3629700,3168600,461110,10747000,4311600,6435500,0,0,0,0,0,0,0,0,0,0,0,0,7452600,4155400,3297100,0,0,0,0,0,0,11702000,9288300,2414100,4596800,3193600,1403200,0,0,0,9770500,7965800,1804700,5410200,2468700,2941500,0,0,0,0,0,0,8049800,5777900,2271800,3130200,1766300,1364000,21365000,15362000,6002300,908290,582640,325650,0,0,0,0,0,0,0,0,0,6543100,4683300,1859800,2401300,1759600,641630,0,0,0,941880,618240,323640,4357100,3070000,1287100,471560,312980,158580
0,0,0,0,0,0,0,0,0,3324600,3324600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24684000,14181000,10503000
147020000,109630000,37392000,505550000,440150000,65405000,431760000,360370000,71389000,74580000,58706000,15874000,23492000,15663000,7829600,121690000,94517000,27169000,280490000,243480000,37012000,129200000,100720000,28484000,70344000,50470000,19875000,128820000,99592000,29230000,140590000,100380000,40208000,41916000,30602000,11314000,55055000,38426000,16630000,126300000,94174000,32122000,571710000,479710000,91999000,354780000,306600000,48177000,489960000,366000000,123960000,121370000,88525000,32849000,112600000,79659000,32942000,61776000,51645000,10131000,102280000,71935000,30345000,149420000,129910000,19507000,218850000,178530000,40326000,101260000,85214000,16048000,251310000,220770000,30540000,199620000,171700000,27913000,262760000,235640000,27116000,116390000,90893000,25499000,228020000,197490000,30535000,70182000,57255000,12927000,93635000,78787000,14847000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394900,1394900,1000100,0,0,0,0,0,0,234620,79268,155350,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85640,36427,49213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,288400,230280,58122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359800,1220700,139090,1302100,1186300,115800,3603500,3065700,537750,2784700,2418300,366380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531100,8408400,122610,0,0,0,3773700,3749500,24264,665530,665530,0,0,0,0,0,0,0,7705200,7362500,342710,0,0,0,5387400,5254500,132860,3744200,3642000,102230,3023300,2370600,652780,0,0,0,917880,917880,0,0,0,0,9777700,9208200,569430,0,0,0,26273000,22184000,4088200,6268300,6236200,32154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8390500,8013000,377450,0,0,0,2595800,2347100,248690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058200,2058200,0,0,0,0,0,0,0,6495400,5744400,751040,0,0,0,19414000,15539000,3874800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999700,1539100,460530
